EX_glc__D_e,EX_fru_e,EX_lac__D_e,EX_pyr_e,EX_ac_e,EX_akg_e,EX_succ_e,EX_fum_e,EX_mal__L_e,EX_etoh_e,EX_acald_e,EX_for_e,EX_gln__L_e,EX_glu__L_e,EX_co2_e,EX_h_e,EX_h2o_e,EX_nh4_e,EX_o2_e,EX_pi_e,EX_co2_e_flux,EX_h_e_flux,EX_h2o_e_flux,EX_nh4_e_flux,EX_o2_e_flux,EX_pi_e_flux,Biomass_Ecoli_core_flux
,0.5001,,0.8875,,0.3011,,0.2114,5.6412,1.771,0.349,,0.1017,,100,100,100,100,100,100,18.912976662383898,-5.660749315539021,15.63491814822077,-1.8998560504600628,-13.764245339038661,-1.4189495365367228,0.3857203731037377
,,0.1033,,6.6867,0.2263,0.1237,0.2228,,,,,,1.4428,100,100,100,100,100,100,13.587779033958814,-6.188895348925873,11.362410639157446,0.18362598198518726,-12.088459571989379,-0.849494472577599,0.23092246515823325
,0.3495,9.0131,,0.1502,0.2125,,0.571,8.4861,4.2846,0.3971,0.1586,,,100,100,100,100,100,100,36.39751604105839,-8.991609792709088,37.423512981536454,-5.086078869507275,-30.532718076519547,-3.4312937091506104,0.9327462715498964
0.9253,0.4091,,,3.7412,0.3072,,2.8507,,,2.0697,,,,100,100,100,100,100,100,16.567495540500826,-2.5150827517582095,12.990396537663957,-2.0500780843077187,-14.009788983636797,-1.383073329068152,0.37596795853648024
0.6034,,,1.8615,,,,,,,,0.4893,,5.2223,100,100,100,100,100,100,17.65834395211296,-3.9823673609623156,8.374846047617062,2.9597053173404486,-13.63672972958105,-1.526446423690506,0.4149418065323382
,,0.2971,,1.0282,2.9653,,0.2114,8.3079,0.2649,5.0485,,5.5856,0.4365,100,100,100,100,100,100,47.08264456588596,-14.887854116193497,22.845903277550946,5.776833976310061,-34.13988719169509,-3.933760057465528,1.0693342913163766
3.1702,0.5832,,5.7011,,0.3454,,,0.2269,0.1954,,0.5052,9.2154,3.1106,100,100,100,100,100,100,48.59364875079865,-5.248445448673463,17.83475652017474,14.406208812688247,-37.690398990739396,-4.813715489429992,1.3085371162176778
,0.9458,0.5218,0.9128,,,,0.2562,1.7931,,0.9371,9.8015,,,100,100,100,100,100,100,10.843777793920161,-1.1935302169176059,9.201344721531582,-1.1796286836087502,-8.556523495005827,-0.7958296725336569,0.21633448569702735
,,1.8801,0.9411,0.2726,,0.3167,,0.8441,,4.6073,,,7.4095,100,100,100,100,100,100,27.617499483707235,-5.010285458828271,16.224941455975987,3.271212274670926,-23.86600173589822,-2.791871892453058,0.7589289402378733
0.1474,,9.3143,7.1313,,1.0828,,,,2.1519,1.4846,0.3722,0.6884,2.6354,100,100,100,100,100,100,37.2928793429317,-5.350198940658861,30.04130175353308,-1.3994460546547984,-32.729354782378124,-3.6509357286638937,0.9924526948824093
9.463,6.0945,,,,,,0.1436,,0.3137,,,,0.459,100,100,100,100,100,100,35.82290790003706,27.558155512807016,45.37626268057004,-7.359585490540081,-34.10581521268132,-5.274763505730957,1.4338661771090213
2.2935,4.4759,,,0.4821,,,8.5353,0.4754,,,,0.1033,,100,100,100,100,100,100,36.22173483098037,1.0494702856395255,25.54113960609066,-5.164535835171256,-26.020599227429617,-3.6236057432593434,0.9850234439501279
,,,4.1867,,,,0.65,,,3.4968,7.8398,0.632,,100,100,100,100,100,100,13.233836194848582,-1.0564403172013632,7.918896176572328,-0.28383944159344315,-11.594714030377816,-1.0442409319596984,0.2838613999401119
,1.3642,,,7.6164,0.2322,0.5676,,8.5086,,,0.1976,,8.6381,100,100,100,100,100,100,52.518445785962385,-19.206773182465383,34.52667344247533,2.032049974543725,-37.774184277300776,-4.456733463293346,1.2114968503257542
,,,4.4189,,0.9953,,0.8301,,0.1063,,0.1395,1.2135,,100,100,100,100,100,100,15.965863628495075,-4.902386747602807,6.393430002162174,0.9063284495178755,-11.108151587064544,-1.02591227126588,0.2788790255432302
0.3209,,4.0494,8.4077,0.2063,,1.7934,0.1399,,,1.0883,,,1.6836,100,100,100,100,100,100,29.400095227653473,-6.398161903084879,20.453909141570158,-1.9857696378294472,-23.084017264351196,-2.4755190153101685,0.672933105529169
0.1811,5.6174,5.0883,,,2.7542,5.1559,,0.1519,0.6854,,0.1579,0.3353,,100,100,100,100,100,100,39.149842334015865,1.193987518173794,36.393066533287275,-5.602264020892203,-32.85357275975063,-4.231951451301382,1.1503931963197271
,,0.5891,,,,,0.6851,0.799,0.1227,,,,0.3787,100,100,100,100,100,100,6.842438243056866,-2.900470468111541,4.55208827307124,-0.005722272755802368,-5.210183220035118,-0.2593482641554405,0.07049997666442971
,3.9239,4.0826,1.1443,,0.4808,,1.475,,,,,,,100,100,100,100,100,100,21.190300693432732,3.27672844496576,20.64275014929056,-3.374763592458084,-17.946834960370676,-2.276764749775427,0.6189047081239155
,,0.1635,0.4657,,7.917,,,,0.3004,0.9396,,3.8718,,100,100,100,100,100,100,32.92345137835405,-9.88229996239697,10.510415788818463,3.8498495610647003,-22.782350306894784,-2.626896225739288,0.714082753619296
,0.3069,,,0.8232,,,,0.5685,,0.3284,3.304,,0.2582,100,100,100,100,100,100,5.3873294085327075,-1.3819178069853886,4.699942019040972,-0.03936146869741598,-4.790840570878459,-0.20074812479775753,0.0545703984553653
0.2388,2.3262,,,0.2329,,,4.3837,0.7207,4.3311,0.8418,1.4684,,,100,100,100,100,100,100,20.320757627838145,1.9549761989769985,19.665370195327096,-3.3697206369781645,-19.253911099740566,-2.273362549011819,0.6179798703378382
,0.1192,,,0.8075,,6.7513,,0.9707,,1.138,2.866,,,100,100,100,100,100,100,20.001320125145728,-8.948397691495213,14.93130010800078,-1.9851623264115208,-15.80307697565108,-1.3392782882500989,0.36406292664530543
,0.5649,,,1.2004,,,0.1087,0.1429,3.2555,,,,,100,100,100,100,100,100,5.883294173410693,1.796102150870785,10.049343143889407,-0.9513048797740884,-8.685498976171324,-0.6417923381060873,0.17446172237641006
1.0581,,,,0.2169,,,1.779,,0.9435,3.684,,,,100,100,100,100,100,100,10.362683720200478,2.2544444695228014,9.937623244317733,-1.6389237050555356,-11.021699914556642,-1.1056904037903057,0.3005655268954548
0.5554,0.4003,,0.9504,,4.7006,9.4002,0.6529,0.1871,0.204,0.3147,,0.3231,,100,100,100,100,100,100,39.775931061180515,-14.543163426285233,23.915561191667454,-3.9571582965678926,-28.2838292773883,-3.1056290649912817,0.8442191711722224
,,,0.2485,0.4341,0.2196,1.328,,,,,,,,100,100,100,100,100,100,6.109069246172567,-2.875272878434542,4.421104468721485,-0.245329007401399,-5.049204709520431,-0.16550979671499713,0.04499138193247492
,0.205,,2.4202,3.677,,,,0.3068,4.8349,7.4983,,1.9302,,100,100,100,100,100,100,21.244739655953307,3.6384291784041185,22.721990941455143,-0.00212572203400312,-26.527858833762227,-2.605830650976798,0.708356389750954
0.6376,,,0.3289,,,,,0.4725,0.1266,,,0.9841,,100,100,100,100,100,100,7.144167482851347,-1.0115878383757069,4.327034720644762,1.3618920879907839,-6.0132183746731895,-0.40904212806416707,0.11119203198525819
,,0.5287,,,,0.1243,,,0.6499,,4.1566,,0.5735,100,100,100,100,100,100,4.312620995441787,-1.0107668766331561,4.022952834118433,0.3251792913711499,-4.560972159752634,-0.16752813065452013,0.04554003606016178
4.8561,,5.4156,,,,,1.9428,,,0.572,2.0019,,,100,100,100,100,100,100,23.15889483252724,5.3775720896124835,24.60360626869738,-3.990050271696854,-20.65612631743247,-2.6918643512490927,0.7317433743575513
0.3753,,,6.0778,1.2992,0.1524,,0.5988,0.1187,,0.1703,0.4524,,0.105,100,100,100,100,100,100,15.64498930352932,-3.7002561555803526,9.77925959167941,-1.424432615894902,-11.444569745277395,-1.0318228734031358,0.2804857350159364
,7.1903,,1.8899,1.2555,2.0205,9.18,0.1566,0.5012,,,0.4038,0.1353,1.5196,100,100,100,100,100,100,50.09696793951966,-2.3819287698830944,40.81792078043007,-5.763768586419777,-39.45467919928349,-5.096241240988567,1.3853375488592623
,0.193,,,8.0058,,8.574,,0.436,,0.8025,,,0.601,100,100,100,100,100,100,31.395635289551507,-14.7719545254645,25.706734032059348,-2.7848042972855103,-26.055528711629755,-2.2842132974662985,0.6209294852709635
0.5654,2.1951,,0.5817,0.5429,1.1182,,,,0.5291,1.1269,,4.1457,0.7696,100,100,100,100,100,100,24.09971399063407,0.37186750356312864,12.759724194171197,5.374116869220887,-20.543872825087234,-2.4873343920915927,0.6761449403570855
,,0.4274,0.7668,,2.3185,0.1424,0.7122,,,2.1744,,,,100,100,100,100,100,100,12.524572746816734,-2.629645604002845,7.337217977235569,-1.3348634880604784,-9.843455640275742,-0.9005579360196753,0.24480330987024626
,4.0882,2.1362,0.6734,4.472,,5.4501,6.3187,,0.1623,,2.2082,1.8658,,100,100,100,100,100,100,48.24437442200085,-10.79942363044339,32.673226168082536,-2.724606633495409,-36.72448263631569,-4.355642485079146,1.1840167681733074
0.2619,1.8149,0.4192,4.977,6.9067,1.2111,,6.4869,0.3265,,,,,,100,100,100,100,100,100,39.34121231811172,-11.179041147473757,24.87770299734112,-4.668004224878114,-27.838504336087507,-3.1492420668388874,0.8560747184708982
,1.4552,2.4007,,,1.9552,6.083,,2.9225,,0.1631,7.8621,0.2225,0.1281,100,100,100,100,100,100,32.867391390392555,-10.43720046624463,24.32445058499311,-3.3917595980887927,-24.01381378964606,-2.674869608914525,0.7271236058701572
6.8785,,4.9899,0.7714,,,,0.7599,0.769,1.327,0.191,,,,100,100,100,100,100,100,27.445731405099455,10.159199350582208,32.60413279041258,-5.1587672332430285,-25.859872089087048,-3.4803324935686613,0.9460767373171645
,,,,0.2502,0.5903,0.7073,,0.1246,0.6196,5.1659,0.5064,,,100,100,100,100,100,100,8.550764834054165,1.5248425498202036,8.835325816602015,-1.2556777834326969,-10.41853664203783,-0.847135758126815,0.23028128364009018
2.948,,1.7208,2.1464,0.9678,,0.3194,0.23,0.595,,,3.7052,0.9586,0.1416,100,100,100,100,100,100,19.321363785281562,1.0379781078180486,16.404387823596142,-0.757894156844982,-16.1161696621286,-1.9002664309686093,0.51655922770778
0.9299,9.856,,,0.7256,,4.8105,,0.134,,,,,1.2687,100,100,100,100,100,100,37.86198747959463,12.503621885757136,39.69642905808951,-5.705127269125426,-33.2098000188705,-4.704852254792307,1.2789442615033433
5.0575,0.5167,,0.3333,2.5389,,,,,,,0.9408,7.8777,,100,100,100,100,100,100,35.073652185268664,2.036831651925307,18.61113981863284,10.138300652461673,-29.77721751763202,-3.7895436050816276,1.030131189029182
1.8186,0.6481,1.2027,0.5243,2.8518,,,3.1567,0.3444,,,0.9656,0.1678,8.7272,100,100,100,100,100,100,39.74372958684796,-8.43188198968803,22.207464244590547,3.3710341631790097,-30.326214166522853,-3.83991692046533,1.0438244272338961
,0.1952,8.4317,4.8108,9.2635,1.1185,,0.118,1.642,,0.3746,,2.074,,100,100,100,100,100,100,42.02745566895449,-13.013557054181579,33.923460922918565,-1.1247007425203592,-34.775940225800916,-3.5571970770080665,0.9669712335901481
1.7973,1.1862,,2.9815,,3.1223,,,1.8244,,5.1209,0.2623,,,100,100,100,100,100,100,27.176173224615102,2.596043805482708,21.743646457748643,-4.2053819732071975,-22.407550187051857,-2.8371366389446355,0.7712334898047236
,7.0889,,0.449,,0.1326,,5.4442,0.1702,0.9985,0.276,,,,100,100,100,100,100,100,30.186005561453857,6.612573978386655,26.149802425270376,-5.043860109139944,-24.281608797923806,-3.4028110665150377,0.9250036878557701
,2.2078,0.3029,,,,3.0705,3.1662,,,0.4311,0.9277,0.3292,0.3883,100,100,100,100,100,100,22.03321517436512,-4.067679936735879,14.549574097039168,-1.7105847198886592,-16.603967011097954,-1.8601861977432361,0.505664011129816
,,2.4776,,,,,,,,,0.204,,0.5157,100,100,100,100,100,100,6.168134167570252,-1.6973914746967855,5.7945846731394735,0.023260370549683794,-5.805877357196222,-0.33222154945328414,0.09030949777184506
7.6526,6.9195,2.5918,,,5.7999,,1.3735,,,,0.5508,,0.3478,100,100,100,100,100,100,53.512015784923754,19.100073909469188,51.808955010553966,-9.637476608851173,-44.04764230203553,-6.7365091441059946,1.8312200353673738
,,6.5785,2.4561,6.3653,,0.9242,0.1144,0.6035,,1.708,,,3.4532,100,100,100,100,100,100,32.80440980150818,-9.431257895413106,27.553325214601536,-0.9392783323973692,-28.592468685002057,-2.9633601161586847,0.8055454688228746
7.4669,,0.3131,,,5.4838,,0.1598,,,3.3744,0.1182,,0.4137,100,100,100,100,100,100,34.50328423004652,10.251979250514495,30.6243699495105,-5.751193071645316,-29.032956603849126,-4.159109474519815,1.1305921859678185
0.1387,0.4913,,0.373,0.752,4.3209,8.8182,,,,,3.0661,1.255,,100,100,100,100,100,100,37.04709171302142,-14.58933685101131,21.01365545791144,-1.6554018434100644,-26.619945243103867,-2.8101642754827934,0.7639014530901671
6.2017,6.2689,3.875,0.6625,2.3519,0.343,5.2235,,,,6.1588,,0.9754,0.1505,100,100,100,100,100,100,53.198883282997244,17.670887270577744,57.17870590083364,-8.213105377318392,-50.242478078933686,-6.958553965218101,1.891579624654928
3.111,,0.4613,,1.395,6.1238,0.4937,,,3.2627,3.0824,,0.7651,0.2014,100,100,100,100,100,100,31.71706856228632,2.4152786359116134,26.599474575019897,-3.5525542565253687,-28.546724750672286,-3.5649241240243743,0.969071716645644
,1.1459,3.1966,,,,,,1.0815,,,0.1085,,5.6432,100,100,100,100,100,100,23.178441360845337,-4.470725398563273,15.231756231568518,2.3336617474220156,-18.573654672574108,-2.2327608512614763,0.6069429013677351
,3.9534,,,0.3422,5.0411,0.6498,0.2847,0.1121,,,,,0.1018,100,100,100,100,100,100,25.54058451276925,0.8382274928939671,18.84732766477508,-3.583984956792238,-18.94542618153622,-2.4865935153593606,0.6759435440126602
0.2894,,3.5038,,0.3823,,0.1509,,,0.7509,,,0.1416,,100,100,100,100,100,100,8.23896969013094,-0.8947863386407596,9.712838645006574,-0.6889297673309922,-8.637509210375331,-0.6558417281177559,0.17828084054632345
,2.1326,0.6812,0.1052,,,0.2042,0.7653,0.2269,,0.1019,2.6158,,5.985,100,100,100,100,100,100,23.273448779366404,-2.5181001542478074,13.82328774827958,2.5515572662553407,-18.457041923350737,-2.3163522932486877,0.6296659943046985
,,,2.8175,,0.1692,,9.9886,,,3.1275,,,1.088,100,100,100,100,100,100,32.973590895023754,-12.122446320785269,12.45296846535637,-2.4964558914268324,-21.666816302873183,-2.418232447144947,0.6573606021542755
8.9161,0.2915,0.2129,6.4791,0.3719,,,,,3.8519,,,,0.2087,100,100,100,100,100,100,33.52674608794245,16.694100018231996,39.26097379944839,-6.362766660987828,-32.64146692737026,-4.433401996364412,1.205154537299705
1.2725,0.3539,7.6283,,,,0.189,3.6031,0.7116,,1.5007,1.5768,,0.631,100,100,100,100,100,100,26.856991145532266,-3.776196842461768,22.616141175481033,-3.2075709081468053,-22.06878921131344,-2.589669674259047,0.7039632680726985
,,0.2376,1.1771,1.8019,,,1.4441,0.1978,,9.9172,0.1575,0.3231,0.5376,100,100,100,100,100,100,17.036582164468676,1.920892854760448,14.412104389354871,-1.5732326818762632,-18.74983743817812,-1.860016161755102,0.5056177893699139
,8.5416,5.2361,0.1827,,1.0981,0.9214,,,,7.3284,8.9226,0.2959,2.6277,100,100,100,100,100,100,41.254839083582795,15.194543936349652,42.88675702226406,-5.071024086546738,-40.04933620497793,-5.593154151478031,1.520415948970574
,,0.6034,2.1923,,0.3782,0.163,,,,0.5329,1.4832,,,100,100,100,100,100,100,7.618184040011407,-1.8145128689036172,5.255835689949518,-0.5609335946381974,-6.209855172500912,-0.37843060713679116,0.10287074432185245
2.3969,,,0.1639,1.6028,5.1305,,0.5918,,,0.7309,1.0383,,,100,100,100,100,100,100,23.36037889374981,-1.8038811847732605,15.894261825835441,-3.100816217131994,-17.264145349767578,-2.091947736569036,0.5686649459235633
0.1465,8.2406,1.0143,0.6105,1.4327,1.7378,,,,,,0.2287,,0.4043,100,100,100,100,100,100,28.123582958059515,11.81975503780509,30.186993779465,-4.804253441183706,-24.77406799448991,-3.5139204709658505,0.9552071304987678
0.1023,,1.1785,0.1631,7.47,,0.1413,,,,,5.1158,,,100,100,100,100,100,100,12.057715897008356,-5.282545875244979,13.137444177485209,-1.036101077341188,-11.685842251264122,-0.6989996026289375,0.1900126682330523
0.6975,,,1.9353,0.4366,0.2507,0.119,0.1017,,4.106,,0.288,0.335,,100,100,100,100,100,100,9.99015190437131,2.0948619085267444,12.53972691765509,-0.9825740366308505,-12.198723962075805,-1.1148995210816286,0.30306888876005916
,0.5744,,,,1.1545,3.2368,,,,,2.2113,,,100,100,100,100,100,100,12.80734303262663,-4.371027705807485,8.863519962826828,-1.1991735496397338,-9.780194840736506,-0.8090155034220288,0.21991885813522036
0.4376,2.4897,,,,1.9875,1.8892,,,,,,0.1538,,100,100,100,100,100,100,17.169987392804863,0.7336723431832375,14.038002109489003,-2.083007644711345,-13.654131924412331,-1.6128096285577316,0.43841836207294355
,,,1.1895,,0.1968,0.3808,,5.8139,,0.1396,0.1022,2.6411,,100,100,100,100,100,100,24.464602143509445,-10.604136829523789,11.904786408664828,2.9307647629126246,-15.919451989900894,-1.5863821901909734,0.4312344551583361
,,6.3923,5.0218,2.4133,0.4346,5.5124,0.674,7.3478,0.6977,,1.042,8.6683,0.5626,100,100,100,100,100,100,73.00616213283286,-27.26645166393606,38.443473469783314,8.939768922886836,-53.46533791990547,-6.044428386035888,1.643088152346164
,0.8814,5.6861,,0.5074,,2.7685,,,,,0.4481,,,100,100,100,100,100,100,17.103919606095758,-3.5606629001722667,17.302137520850767,-2.2207621005952487,-15.24882470723679,-1.4982243140147706,0.4072700448568165
,0.297,,,0.8152,,,,4.3821,,2.5794,,,,100,100,100,100,100,100,14.39452515013538,-4.0618099942831565,12.01603096457427,-1.4998162902877872,-10.98413483081288,-1.0118423905299514,0.2750543372740218
,0.2155,,0.1074,,1.6343,,6.3839,,0.1102,,0.1183,0.3144,2.6197,100,100,100,100,100,100,27.549844474497075,-11.328847132765647,9.213024272407415,0.3445570311836893,-17.5054019007279,-1.95912833762188,0.5325599634713012
,,,,,,,1.713,0.1421,,0.1013,2.9201,,,100,100,100,100,100,100,6.105911595941116,-2.9950681513453925,2.797497859068715,-0.19439037608892668,-4.260247043088193,-0.13114434355162993,0.03564964350222391
,,0.1086,,,,,7.3374,,,,,1.0269,,100,100,100,100,100,100,20.895065324930847,-10.277963624399002,5.521424819169514,0.2708386785205872,-12.666192734011986,-1.202864549098865,0.3269808761515942
,0.3512,,,,0.8455,,0.8133,,,,,5.9659,,100,100,100,100,100,100,20.988431597257666,-6.562271281996181,2.927693931925036,9.57042535027262,-15.846024094222562,-1.5930877574736049,0.433057264107867
0.1064,4.0852,0.1308,1.1053,0.1094,0.2773,,,,,8.8292,,,,100,100,100,100,100,100,18.14795788125831,12.229008127080125,21.618769508421952,-3.8406381253909547,-20.918317656646273,-2.591064310423216,0.7043423792163581
,0.1191,0.3681,3.2509,0.9204,1.1177,0.4161,0.8028,9.7541,,1.5144,0.122,,,100,100,100,100,100,100,36.51435276926163,-14.858634464437877,24.286029370819303,-3.7680765818700332,-22.96454700776296,-2.5421110845300143,0.6910351712643109
,,0.3087,,0.6789,,,,0.1361,0.3337,5.7939,,,0.1139,100,100,100,100,100,100,7.033743195559985,2.57538343332981,8.478936840711903,-0.9905185476201783,-9.8371849130439,-0.7450895890423804,0.20254154702541452
5.7402,,,,,1.3925,,6.5302,0.9204,0.1383,,0.1758,1.1697,0.6608,100,100,100,100,100,100,37.720486921954404,-1.1178725488927594,23.60817490225583,-2.498627354207264,-26.934578224734803,-3.7097520884540525,1.0084410494071414
0.1789,,7.7903,2.1782,1.7886,,,0.1841,,3.5428,,,,,100,100,100,100,100,100,19.561376476000554,-1.3698518466137446,24.46340890513947,-2.9235946007370206,-21.211117372803646,-1.9723861975006092,0.5361639159215488
,6.0317,,,,,1.088,,,0.3473,4.421,,0.4255,0.8387,100,100,100,100,100,100,21.72724169347378,11.639704043635469,23.967686134922126,-2.753028341432404,-22.16699659452827,-2.997260994283184,0.8147609194234887
,,,4.3222,0.5162,,,0.3563,0.1592,,0.4926,4.1255,6.4554,,100,100,100,100,100,100,26.070112867838635,-7.819056837044425,5.490239450901095,9.931292450699676,-19.78039912852193,-2.010107545043118,0.5464179044344771
1.023,,0.5752,,1.6223,1.009,0.2859,,1.5316,0.2253,0.9393,6.9895,1.3176,,100,100,100,100,100,100,16.583536880313986,-3.0581601007883394,11.71770396116231,0.6162124844256567,-13.508072130688925,-1.3620982565917157,0.3702661963714685
0.168,3.8844,,,,0.8178,,0.2196,,0.5839,0.2329,0.3203,7.3786,0.6505,100,100,100,100,100,100,32.052076632895925,0.25515186624782493,13.801677403309478,10.409349327204593,-26.640728757892493,-3.3721083883532295,0.9166576204510363
,0.3086,8.7924,,,,0.4023,,,5.2318,6.1684,0.1833,,,100,100,100,100,100,100,20.52780537717651,5.539434259586756,30.85380795546827,-4.11445407431077,-27.770310828447297,-2.7757926575643577,0.754558038862744
,,3.6233,,8.6342,3.2163,,,2.4647,,,,0.2134,,100,100,100,100,100,100,29.436201772514845,-11.927290037871664,24.299485230547166,-2.8674441436437346,-22.95005773377025,-2.2224427690768827,0.604138083854852
,,,,,,0.3393,,,6.4255,,6.7403,,,100,100,100,100,100,100,5.07916897400292,3.6246830628591376,12.728022769770181,-1.1697378806160639,-11.087011718321394,-0.789156899468584,0.21452059136884985
,0.1443,0.7869,,,0.1251,3.0884,,,,0.657,0.4503,,,100,100,100,100,100,100,10.33474227952043,-3.827069957518541,8.226003932633704,-0.9206234723650513,-8.798752139335347,-0.6210933039519637,0.16883499713267522
